            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
      0.207651      0.207651   2.25321e-17             0   2.52249e-17   5.07694e-34     0.0707181             0       6.07791      0.710981      -5.36693       10.7908
      0.207652      0.207652   2.31848e-17             0   2.60213e-17   5.37534e-34     0.0707185             0       6.07795      0.710985      -5.36696        10.791
      0.207653      0.207653    1.1131e-17             0   1.29986e-17     1.239e-34     0.0707189             0       6.07798      0.710989      -5.36699       10.7911
      0.207654      0.207654   1.66915e-17             0   1.94907e-17   2.78605e-34     0.0707192             0       6.07801      0.710992      -5.36702       10.7912
      0.207655      0.207655   2.51021e-17             0   2.83441e-17   6.30116e-34     0.0707196             0       6.07804      0.710996      -5.36705       10.7913
      0.207656      0.207656   5.57328e-18             0   6.51028e-18   3.10614e-35       0.07072             0       6.07808         0.711      -5.36708       10.7914
      0.207657      0.207657   2.22328e-17             0   2.59562e-17   4.94297e-34     0.0707204             0       6.07811      0.711004      -5.36711       10.7915
      0.207658      0.207658   1.66705e-17             0   1.94614e-17   2.77904e-34     0.0707207             0       6.07814      0.711007      -5.36713       10.7917
       0.20766       0.20766   1.11361e-17             0   1.30058e-17   1.24013e-34     0.0707211             0       6.07817      0.711011      -5.36716       10.7918
      0.207661      0.207661   2.77925e-17             0   3.24473e-17   7.72421e-34     0.0707215             0       6.07821      0.711015      -5.36719       10.7919
       0.20766       0.20766    1.6696e-17             0    1.9497e-17   2.78755e-34     0.0707214             0        6.0782      0.711014      -5.36718       10.7918
      0.207661      0.207661   1.11347e-17             0   1.30037e-17   1.23981e-34     0.0707214             0        6.0782      0.711014      -5.36719       10.7919
      0.207647      0.207647   1.11222e-17             0   1.29862e-17   1.23704e-34     0.0707167             0        6.0778      0.710967      -5.36683       10.7904
      0.207959      0.207959   5.47025e-18             0   6.37855e-18   2.99236e-35     0.0708231             0       6.08694      0.712036       -5.3749       10.8229
      0.207946      0.207946   2.39181e-19   2.00985e-50   4.52576e-19   5.72078e-38     0.0708186             0       6.08655      0.711991      -5.37456       10.8215
      0.207946      0.207946   1.67129e-17   6.69196e-55   1.95209e-17    2.7932e-34     0.0708186             0       6.08655      0.711991      -5.37456       10.8215
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
