      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
0.358667      0.260151      0.260151    5.5052e-18    6.0044e-51   6.41942e-18   3.03072e-35     0.0885979             0        7.6146       0.89074      -6.72386       16.9372
0.360116      0.260563      0.260563   1.70632e-17   4.55145e-57   2.00603e-17   2.91153e-34      0.088738             0       7.62665      0.892149       -6.7345       16.9908
0.361559      0.260972      0.260972   2.34112e-19   4.55143e-57   4.42983e-19   5.48084e-38     0.0888774             0       7.63863       0.89355      -6.74508       17.0442
0.362997      0.261379      0.261379   5.80678e-18   4.55143e-57   6.89114e-18   3.37187e-35     0.0890158             0       7.65053      0.894942      -6.75559       17.0974
0.364428      0.261783      0.261783   1.69113e-17   4.55143e-57    1.9817e-17   2.85991e-34     0.0891535             0       7.66236      0.896326      -6.76603       17.1503
0.365855      0.262185      0.262185   1.08819e-17   4.55143e-57   1.26964e-17   1.18417e-34     0.0892904             0       7.67412      0.897702      -6.77642        17.203
0.367276      0.262584      0.262584   4.15205e-19   4.55143e-57   7.85645e-19   1.72395e-37     0.0894264             0       7.68581      0.899069      -6.78674       17.2554
0.368692      0.262981      0.262981   2.50938e-17   4.55143e-57   3.05368e-17   6.29696e-34     0.0895617             0       7.69744      0.900429      -6.79701       17.3077
0.370102      0.263376      0.263376    2.7868e-17   4.55143e-57   3.25536e-17   7.76623e-34     0.0896961             0       7.70899      0.901781      -6.80721       17.3597
0.371507      0.263769      0.263769    1.1195e-17   4.55143e-57    1.3091e-17   1.25328e-34     0.0898298             0       7.72049      0.903125      -6.81736       17.4115
0.372907      0.264159      0.264159   5.45579e-18   4.55143e-57   6.36307e-18   2.97657e-35     0.0899628             0       7.73191      0.904462      -6.82745        17.463
0.374302      0.264547      0.264547   2.51139e-17   4.55143e-57   3.05336e-17   6.30707e-34      0.090095             0       7.74327      0.905791      -6.83748       17.5144
0.375691      0.264933      0.264933   4.73722e-17   4.55143e-57   5.32906e-17   2.24412e-33     0.0902264             0       7.75457      0.907113      -6.84746       17.5655
0.377076      0.265317      0.265317   1.14369e-18   4.55143e-57   2.16408e-18   1.30803e-36     0.0903571             0        7.7658      0.908427      -6.85738       17.6165
0.378456      0.265699      0.265699   1.13209e-17   4.55143e-57   1.32851e-17   1.28163e-34     0.0904871             0       7.77698      0.909734      -6.86724       17.6672
 0.37983      0.266078      0.266078   5.32528e-18   4.55143e-57   6.28386e-18   2.83586e-35     0.0906164             0       7.78809      0.911033      -6.87705       17.7177
  0.3812      0.266456      0.266456   5.78895e-18   4.55143e-57    6.8595e-18    3.3512e-35      0.090745             0       7.79914      0.912326      -6.88681        17.768
0.382565      0.266831      0.266831   2.11808e-19   4.55143e-57   4.00779e-19   4.48625e-38     0.0908729             0       7.81013      0.913612      -6.89652       17.8182
0.383926      0.267205      0.267205   1.80325e-17   4.55143e-57    2.1814e-17   3.25172e-34     0.0910001             0       7.82106      0.914891      -6.90617       17.8681
0.385281      0.267576      0.267576   5.83357e-18   4.55143e-57    9.3022e-18   3.40305e-35     0.0911266             0       7.83194      0.916163      -6.91577       17.9178
0.386632      0.267946      0.267946   1.06655e-18   4.55143e-57   2.01811e-18   1.13753e-36     0.0912524             0       7.84275      0.917428      -6.92532       17.9673
0.387978      0.268314      0.268314   2.38132e-17   4.55143e-57   2.86452e-17   5.67068e-34     0.0913776             0       7.85351      0.918687      -6.93482       18.0166
 0.38932      0.268679      0.268679   1.55504e-17   4.55143e-57   2.32586e-17   2.41816e-34     0.0915022             0       7.86421      0.919939      -6.94428       18.0658
0.390657      0.269043      0.269043    2.2057e-17   2.41272e-42   2.57228e-17    4.8651e-34      0.091626             0       7.87486      0.921184      -6.95368       18.1147
 0.39199      0.269405      0.269405   3.42428e-19   3.81428e-51   6.47936e-19   1.17257e-37     0.0917493             0       7.88545      0.922423      -6.96303       18.1635
0.393318      0.269765      0.269765   1.10808e-17   2.41272e-42   1.29296e-17   1.22785e-34     0.0918719             0       7.89599      0.923656      -6.97234       18.2121
0.394642      0.270123      0.270123   2.51597e-17   6.64116e-52   3.05346e-17   6.33011e-34     0.0919939             0       7.90648      0.924883       -6.9816       18.2605
0.395961       0.27048       0.27048   4.08126e-18   1.45265e-41    7.7225e-18   1.66567e-35     0.0921153             0       7.91691      0.926103      -6.99081       18.3087
0.397276      0.270834      0.270834   2.09522e-17   1.95016e-51   2.56768e-17   4.38993e-34     0.0922361             0       7.92729      0.927317      -6.99997       18.3568
0.398587      0.271187      0.271187   1.05694e-17   5.46249e-57   1.26046e-17   1.11713e-34     0.0923562             0       7.93762      0.928525      -7.00909       18.4046
0.399894      0.271538      0.271538    2.5007e-17   5.39501e-42   3.05848e-17   6.25352e-34     0.0924758             0        7.9479      0.929727      -7.01817       18.4523
0.401196      0.271888      0.271888   2.36248e-17   1.24997e-50   2.82908e-17   5.58131e-34     0.0925948             0       7.95812      0.930924       -7.0272       18.4998
0.402494      0.272235      0.272235   2.15265e-17   5.41904e-57   2.52044e-17   4.63392e-34     0.0927132             0        7.9683      0.932114      -7.03618       18.5472
0.403789      0.272581      0.272581   4.91506e-17   5.41929e-57   5.54863e-17   2.41578e-33      0.092831             0       7.97843      0.933299      -7.04513       18.5943
0.405079      0.272926      0.272926   3.66274e-18   5.41929e-57   6.93058e-18   1.34157e-35     0.0929483             0        7.9885      0.934478      -7.05403       18.6413
0.406365      0.273268      0.273268   1.18878e-17   5.41929e-57   1.42871e-17   1.41321e-34      0.093065             0       7.99853      0.935651      -7.06288       18.6882
0.407647      0.273609      0.273609    3.3504e-17   5.41929e-57   3.91542e-17   1.12252e-33     0.0931811             0       8.00851      0.936819       -7.0717       18.7349
0.408925      0.273949      0.273949   3.33184e-17   5.41929e-57   3.88918e-17   1.11011e-33     0.0932967             0       8.01845      0.937981      -7.08047       18.7814
