      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
-0.0126599     0.0312089             0             0     0.0312089     0.0308069   0.000973997             0    0.00363619     0.0436343     0.0327257    -0.0109086     0.0212606
-0.0126438     0.0312613             0             0     0.0312613     0.0308575   0.000977268             0    0.00364686     0.0437624     0.0328218    -0.0109406      0.021332
-0.0126277     0.0313159             0             0     0.0313159     0.0309104   0.000980687             0    0.00365824     0.0438989     0.0329242    -0.0109747     0.0214067
-0.0126115     0.0313699             0             0     0.0313699     0.0309626    0.00098407             0    0.00366942     0.0440331     0.0330248    -0.0110083     0.0214805
-0.0125955     0.0314248             0             0     0.0314248     0.0310156   0.000987517             0     0.0036809     0.0441708     0.0331281    -0.0110427     0.0215558
-0.0125793     0.0314804             0             0     0.0314804     0.0310693   0.000991013             0    0.00369261     0.0443114     0.0332335    -0.0110778     0.0216321
-0.0125632     0.0315371             0             0     0.0315371      0.031124   0.000994586             0    0.00370468     0.0444561     0.0333421     -0.011114     0.0217101
-0.0125471     0.0315953             0             0     0.0315953     0.0311803   0.000998266             0    0.00371713     0.0446056     0.0334542    -0.0111514     0.0217905
-0.0125398     0.0316221             0             0     0.0316221     0.0312061    0.00099996             0    0.00372303     0.0446763     0.0335072    -0.0111691     0.0218274
-0.0125288     0.0316631             0             0     0.0316631     0.0312456    0.00100255             0      0.003732      0.044784      0.033588     -0.011196      0.021884
-0.0125168     0.0317095             0             0     0.0317095     0.0312903    0.00100549             0    0.00374214     0.0449057     0.0336793    -0.0112264     0.0219483
-0.0125104     0.0317342             0             0     0.0317342     0.0313141    0.00100706             0    0.00374762     0.0449714     0.0337286    -0.0112429     0.0219824
-0.0125008     0.0317724             0             0     0.0317724     0.0313509    0.00100948             0    0.00375609     0.0450731     0.0338048    -0.0112683     0.0220354
-0.0124958      0.031793             0             0      0.031793     0.0313708    0.00101079             0    0.00376073     0.0451288     0.0338466    -0.0112822      0.022064
